64.16,66.3,63.99,66,2602651
66.12,66.16,64.935,65.43,1960257
65.24,65.45,64.705,65.13,1854258
65.14,65.4685,64.7,65,937056
64.9,65.005,63.86,64.5,1265852
64.66,64.73,64.22,64.59,1693514
64.57,64.845,64.08,64.31,1700488
64.53,65.5,63.97,64.35,1431623
64.67,65.74,64.36,65.73,1771280
65.82,66.01,65.47,65.92,2058033
65.72,66.12,65.39,66.08,1555790
65.99,66.65,65.73,66.64,1448648
66.36,66.58,65.99,66.54,1430436
66.26,67.1,66.12,66.98,1154674
66.68,67.18,66.44,67.03,2039559
67.13,67.95,67.01,67.88,1338681
67.99,68.61,67.73,68.4,2141601
68.45,69.09,67.54,67.76,2289934
67.86,67.99,66.64,66.93,2692481
67.01,67.61,66.235,66.62,1251510
66.73,67.39,66.36,67.09,1356009
67.12,67.44,66.77,67.43,1567692
67.06,68.27,66.78,68.22,1418631
68.22,68.22,67.3499,67.44,1681039
67.48,68.06,67.25,67.27,1082864
67.39,67.61,66.28,66.32,1767942
66.15,66.65,66.08,66.13,1642749
66.45,67.1,66.32,67.03,1066949
67.18,67.43,66.93,67.24,1334881
66.86,67.02,65.8,66.23,2227566
66.47,66.75,66.2,66.44,1300118
66.43,66.97,66.31,66.8,2285149
64.42,65.91,64.08,64.93,7106613
64.89,65.05,64.27,64.84,3067475
64.08,64.67,63.88,64.09,2723586
64.35,65.68,64.06,65.67,4005191
65.68,65.728,65.03,65.38,3365892
65.35,65.55,64.105,64.34,2207515
64.09,64.3099,63.52,63.84,2043743
63.8,64.05,63.28,63.67,1899166
63.67,63.89,63.09,63.68,1745003
